Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_2125817605,resume,2016-01-14 08:04:37.551000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_1954232033,suspend,2016-01-14 08:05:02.292000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Deleted,User_118,W_Call incomplete files,Workflow,Workitem_1230082981,ate_abort,2016-01-19 14:38:06.560000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Created,User_118,W_Validate application,Workflow,Workitem_1006874539,schedule,2016-01-19 14:38:06.569000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_118,W_Validate application,Workflow,Workitem_1592237700,start,2016-01-19 14:38:06.572000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_118,A_Validating,Application,ApplState_7671051,complete,2016-01-19 14:38:06.635000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_118,W_Validate application,Workflow,Workitem_1394250680,suspend,2016-01-19 14:38:15.504000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Deleted,User_29,W_Validate application,Workflow,Workitem_1963974873,ate_abort,2016-01-19 16:17:23.712000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Created,User_29,W_Call incomplete files,Workflow,Workitem_81563599,schedule,2016-01-19 16:17:23.722000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_29,W_Call incomplete files,Workflow,Workitem_268185405,start,2016-01-19 16:17:23.724000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_29,A_Incomplete,Application,ApplState_269055085,complete,2016-01-19 16:17:23.726000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_29,W_Call incomplete files,Workflow,Workitem_817538338,suspend,2016-01-19 16:17:35.283000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Obtained,User_28,W_Call incomplete files,Workflow,Workitem_569381786,resume,2016-01-19 19:09:52.779000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Released,User_28,W_Call incomplete files,Workflow,Workitem_1868105622,suspend,2016-01-19 19:16:15.005000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
statechange,User_109,O_Accepted,Offer,OfferState_2024758506,complete,2016-01-22 06:49:13.008000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,Offer_1312763290
statechange,User_109,A_Pending,Application,ApplState_1223409784,complete,2016-01-22 06:49:13.013000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Deleted,User_109,W_Call incomplete files,Workflow,Workitem_1674596328,ate_abort,2016-01-22 06:49:13.017000+00:00,Home improvement,New credit,Application_1247929652,30000.0,,,,,,,,
Created,User_4,A_Create Application,Application,Application_1880024094,complete,2016-01-05 19:53:46.732000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
statechange,User_4,A_Concept,Application,ApplState_1905630250,complete,2016-01-05 19:53:46.736000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Created,User_4,W_Complete application,Workflow,Workitem_2112463296,schedule,2016-01-05 19:53:46.743000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Obtained,User_4,W_Complete application,Workflow,Workitem_1495786613,start,2016-01-05 19:53:46.748000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Released,User_4,W_Complete application,Workflow,Workitem_1597474210,suspend,2016-01-05 19:54:03.792000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Obtained,User_49,W_Complete application,Workflow,Workitem_1330780267,resume,2016-01-07 11:20:25.697000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
statechange,User_49,A_Accepted,Application,ApplState_330798499,complete,2016-01-07 11:27:51.572000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Created,User_49,O_Create Offer,Offer,Offer_1197841364,complete,2016-01-07 11:31:30.301000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,0.0,72.0,False,100.0,False,0.0,6000.0,
statechange,User_49,O_Created,Offer,OfferState_792886850,complete,2016-01-07 11:31:31.451000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,Offer_1197841364
statechange,User_49,O_Sent (mail and online),Offer,OfferState_434696877,complete,2016-01-07 11:32:47.117000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,Offer_1197841364
Deleted,User_49,W_Complete application,Workflow,Workitem_712080465,complete,2016-01-07 11:32:47.136000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Created,User_49,W_Call after offers,Workflow,Workitem_530617467,schedule,2016-01-07 11:32:47.154000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Obtained,User_49,W_Call after offers,Workflow,Workitem_400287738,start,2016-01-07 11:32:47.156000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
statechange,User_49,A_Complete,Application,ApplState_1359446575,complete,2016-01-07 11:32:47.159000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Released,User_49,W_Call after offers,Workflow,Workitem_2139484892,suspend,2016-01-07 11:33:49.904000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Obtained,User_21,W_Call after offers,Workflow,Workitem_90746155,resume,2016-01-11 11:07:21.642000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Released,User_21,W_Call after offers,Workflow,Workitem_150224129,suspend,2016-01-11 11:07:45.272000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
statechange,User_1,A_Cancelled,Application,ApplState_265889238,complete,2016-02-07 07:00:38.576000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
statechange,User_1,O_Cancelled,Offer,OfferState_544680284,complete,2016-02-07 07:00:38.599000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,Offer_1197841364
Deleted,User_1,W_Call after offers,Workflow,Workitem_1605918248,ate_abort,2016-02-07 07:00:38.609000+00:00,Extra spending limit,Limit raise,Application_1880024094,6000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_829714042,complete,2016-01-05 20:02:22.961000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_398183544,complete,2016-01-05 20:02:23.017000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_324975608,schedule,2016-01-05 20:02:23.340000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_896598908,withdraw,2016-01-05 20:04:03.611000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_598741066,schedule,2016-01-05 20:04:03.619000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_35748716,complete,2016-01-05 20:04:03.623000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
statechange,User_89,A_Accepted,Application,ApplState_1595753658,complete,2016-01-06 13:26:40.648000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Created,User_89,O_Create Offer,Offer,Offer_737245878,complete,2016-01-06 13:29:49.057000+00:00,Home improvement,New credit,Application_829714042,10000.0,10000.0,120.0,True,110.7,True,1133.0,10000.0,
statechange,User_89,O_Created,Offer,OfferState_1337097676,complete,2016-01-06 13:29:50.283000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,Offer_737245878
statechange,User_89,O_Sent (mail and online),Offer,OfferState_1748431309,complete,2016-01-06 13:30:18.755000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,Offer_737245878
Deleted,User_89,W_Complete application,Workflow,Workitem_1689959,withdraw,2016-01-06 13:30:18.807000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Created,User_89,W_Call after offers,Workflow,Workitem_1025529719,schedule,2016-01-06 13:30:18.814000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Obtained,User_89,W_Call after offers,Workflow,Workitem_675778707,start,2016-01-06 13:30:18.816000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
statechange,User_89,A_Complete,Application,ApplState_981609412,complete,2016-01-06 13:30:18.819000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Released,User_89,W_Call after offers,Workflow,Workitem_39275079,suspend,2016-01-06 13:36:50.618000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Obtained,User_2,W_Call after offers,Workflow,Workitem_172177829,resume,2016-01-11 09:11:56.238000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Released,User_2,W_Call after offers,Workflow,Workitem_1685849962,suspend,2016-01-11 09:12:16.998000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Deleted,User_117,W_Call after offers,Workflow,Workitem_1094341906,ate_abort,2016-01-11 09:43:51.545000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Created,User_117,W_Validate application,Workflow,Workitem_382475434,schedule,2016-01-11 09:43:51.558000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Obtained,User_117,W_Validate application,Workflow,Workitem_61754039,start,2016-01-11 09:43:51.560000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
statechange,User_117,A_Validating,Application,ApplState_1358967013,complete,2016-01-11 09:43:52.822000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
statechange,User_117,O_Returned,Offer,OfferState_2101102190,complete,2016-01-11 09:44:18.622000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,Offer_737245878
Released,User_117,W_Validate application,Workflow,Workitem_1101885710,suspend,2016-01-11 09:52:51.598000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Deleted,User_100,W_Validate application,Workflow,Workitem_1987948488,ate_abort,2016-01-11 14:12:29.813000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Created,User_100,W_Call incomplete files,Workflow,Workitem_1957313788,schedule,2016-01-11 14:12:29.869000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_1897418105,start,2016-01-11 14:12:29.876000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
statechange,User_100,A_Incomplete,Application,ApplState_2039930591,complete,2016-01-11 14:12:29.892000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Released,User_100,W_Call incomplete files,Workflow,Workitem_249975487,suspend,2016-01-11 14:14:16.948000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
statechange,User_95,O_Accepted,Offer,OfferState_1665935349,complete,2016-01-11 14:39:53.135000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,Offer_737245878
statechange,User_95,A_Pending,Application,ApplState_1298637106,complete,2016-01-11 14:39:53.138000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Deleted,User_95,W_Call incomplete files,Workflow,Workitem_586373088,ate_abort,2016-01-11 14:39:53.142000+00:00,Home improvement,New credit,Application_829714042,10000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_111956933,complete,2016-01-05 20:02:46.466000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_259085589,complete,2016-01-05 20:02:46.497000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_100587939,schedule,2016-01-05 20:02:46.808000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_198079119,withdraw,2016-01-05 20:04:46.789000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_874626422,schedule,2016-01-05 20:04:46.796000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_1046373423,complete,2016-01-05 20:04:46.802000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Obtained,User_108,W_Complete application,Workflow,Workitem_1981473106,start,2016-01-06 19:21:55.620000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Released,User_108,W_Complete application,Workflow,Workitem_1682816953,suspend,2016-01-06 19:22:46.632000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Obtained,User_49,W_Complete application,Workflow,Workitem_1625236653,resume,2016-01-07 08:18:41.517000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
statechange,User_49,A_Accepted,Application,ApplState_285067977,complete,2016-01-07 08:30:23.154000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Created,User_49,O_Create Offer,Offer,Offer_1827942361,complete,2016-01-07 08:32:28.531000+00:00,Car,New credit,Application_111956933,5000.0,5000.0,52.0,True,111.03,False,0.0,5000.0,
statechange,User_49,O_Created,Offer,OfferState_2137646731,complete,2016-01-07 08:32:29.884000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,Offer_1827942361
Created,User_49,O_Create Offer,Offer,Offer_2110135265,complete,2016-01-07 08:33:41.026000+00:00,Car,New credit,Application_111956933,5000.0,5000.0,60.0,True,98.28,False,0.0,5000.0,
statechange,User_49,O_Created,Offer,OfferState_632448571,complete,2016-01-07 08:33:42.421000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,Offer_2110135265
statechange,User_49,O_Cancelled,Offer,OfferState_442949296,complete,2016-01-07 08:33:51.862000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,Offer_1827942361
statechange,User_49,O_Sent (mail and online),Offer,OfferState_591672337,complete,2016-01-07 08:35:14.750000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,Offer_2110135265
Deleted,User_49,W_Complete application,Workflow,Workitem_277600801,complete,2016-01-07 08:35:14.765000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Created,User_49,W_Call after offers,Workflow,Workitem_863214322,schedule,2016-01-07 08:35:14.771000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Obtained,User_49,W_Call after offers,Workflow,Workitem_779589949,start,2016-01-07 08:35:14.774000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
statechange,User_49,A_Complete,Application,ApplState_1954373743,complete,2016-01-07 08:35:14.776000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Released,User_49,W_Call after offers,Workflow,Workitem_1146444851,suspend,2016-01-07 08:36:24.321000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Obtained,User_27,W_Call after offers,Workflow,Workitem_814653182,resume,2016-01-11 10:49:27.936000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Released,User_27,W_Call after offers,Workflow,Workitem_986886559,suspend,2016-01-11 10:49:54.271000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,
Created,User_8,O_Create Offer,Offer,Offer_150891733,complete,2016-01-29 10:46:01.802000+00:00,Car,New credit,Application_111956933,5000.0,5000.0,60.0,True,97.4,False,0.0,5000.0,
statechange,User_8,O_Created,Offer,OfferState_305565895,complete,2016-01-29 10:46:04.137000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,Offer_150891733
statechange,User_8,O_Sent (mail and online),Offer,OfferState_2144520207,complete,2016-01-29 10:46:18.009000+00:00,Car,New credit,Application_111956933,5000.0,,,,,,,,Offer_150891733
